treatment_id,artwork_id,treatment_type,start_date,end_date,cost_usd,treatment_notes,staff_id
TRT687,ART236,Surface Cleaning,2021-09-06,2022-01-01,9974.15,Surface Cleaning carried out due to panel cracking; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF337
TRT688,ART980,Structural Stabilization,2020-07-06,2020-09-12,27866.0,Structural Stabilization carried out due to panel cracking; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF486
TRT689,ART073,Structural Stabilization,2012-05-11,2012-06-25,20452.53,Structural Stabilization carried out due to frame instability; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF105
TRT690,ART987,Varnish Removal,2013-02-05,2013-02-26,18741.16,Varnish Removal carried out due to biological contamination; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF397
TRT691,ART971,Surface Cleaning,2018-08-28,2018-09-04,28756.93,Surface Cleaning carried out due to biological contamination; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF408
TRT692,ART099,Varnish Removal,2017-10-24,2018-02-17,24180.37,Varnish Removal carried out due to yellowed varnish; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF340
TRT693,ART247,Pest Treatment,2013-06-24,2013-09-20,23899.54,Pest Treatment carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF415
TRT694,ART708,Inpainting,2012-06-07,2012-08-07,19115.35,Inpainting carried out due to panel cracking; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF098
TRT695,ART063,Re-framing,2022-02-12,2022-03-31,16418.47,Re-framing carried out due to previous restoration discoloration; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF249
TRT696,ART781,Structural Stabilization,2023-11-13,2024-02-13,7288.29,Structural Stabilization carried out due to yellowed varnish; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF347
TRT697,ART806,Structural Stabilization,2016-05-13,2016-08-05,33065.55,Structural Stabilization carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF250
TRT698,ART951,Re-framing,2015-12-26,2016-02-16,28344.24,Re-framing carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF086
TRT699,ART990,Pest Treatment,2021-02-04,2021-06-04,15949.67,Pest Treatment carried out due to biological contamination; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF276
TRT700,ART960,Pest Treatment,2015-12-03,2016-02-25,14772.45,Pest Treatment carried out due to acidic backing board; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF060
TRT701,ART669,Inpainting,2019-07-06,2019-07-20,23195.24,Inpainting carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF130
TRT702,ART058,Varnish Removal,2014-11-07,2015-02-28,10913.3,Varnish Removal carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF522
TRT703,ART613,Deacidification,2016-04-23,2016-06-26,30121.69,Deacidification carried out due to flaking paint layers; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF074
TRT704,ART290,Re-framing,2019-03-03,2019-03-12,24967.42,Re-framing carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF242
TRT705,ART719,Inpainting,2011-02-15,2011-05-11,3438.36,Inpainting carried out due to biological contamination; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF357
TRT706,ART561,Pest Treatment,2011-08-14,2011-11-09,1330.19,Pest Treatment carried out due to acidic backing board; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF123
TRT707,ART816,Deacidification,2016-02-19,2016-06-15,33755.87,Deacidification carried out due to panel cracking; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF160
TRT708,ART533,Deacidification,2022-11-10,2023-02-02,31422.63,Deacidification carried out due to acidic backing board; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF036
TRT709,ART939,Structural Stabilization,2017-04-19,2017-07-04,30081.82,Structural Stabilization carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF548
TRT710,ART881,Deacidification,2012-06-18,2012-09-02,8548.87,Deacidification carried out due to biological contamination; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF310
TRT711,ART980,Structural Stabilization,2020-04-13,2020-05-10,27646.77,Structural Stabilization carried out due to surface dust and grime; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF300
TRT712,ART697,Inpainting,2013-09-11,2013-12-31,21547.48,Inpainting carried out due to canvas deformation; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF498
TRT713,ART532,Varnish Removal,2023-09-02,2023-09-27,19568.01,Varnish Removal carried out due to previous restoration discoloration; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF425
TRT714,ART858,Surface Cleaning,2021-12-20,2022-03-24,1164.57,Surface Cleaning carried out due to previous restoration discoloration; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF263
TRT715,ART344,Inpainting,2010-02-19,2010-03-05,34924.31,Inpainting carried out due to canvas deformation; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF422
TRT716,ART744,Re-framing,2020-02-11,2020-03-17,17679.71,Re-framing carried out due to previous restoration discoloration; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF301
TRT717,ART728,Structural Stabilization,2014-10-02,2014-11-19,1763.39,Structural Stabilization carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF395
